trace_id,session_id,timestamp,fecha,hora,escenario,variante,intent,modelo,expected_tool,n_steps,n_tools,latency_ms,tokens_prompt,tokens_completion,tokens_total,cost_usd,success,correct_tool,error_type,pii_detected,injection_blocked,masked_fields,exito_int,error_int
sim2936,S02-sim-2,2025-06-04 16:15:20,2025-06-04,16,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,1932.9,785,191,976,0.003873,True,True,,False,False,0,1,0
sim2212,S02-sim-2,2025-06-04 15:15:04,2025-06-04,15,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,3,1,2070.0,521,408,929,0.005382,True,True,,False,False,0,1,0
tra9366,S02-tra-0,2025-06-04 13:26:01,2025-06-04,13,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,4276.8,329,10,339,0.000923,False,True,timeout,True,False,2,0,1
tra9240,S02-tra-0,2025-06-04 13:52:06,2025-06-04,13,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,1221.1,459,189,648,0.003038,False,False,,True,False,2,0,0
tra6890,S02-tra-1,2025-06-04 10:37:48,2025-06-04,10,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,806.2,426,173,599,0.002795,True,True,,True,False,2,1,0
tra4411,S02-tra-1,2025-06-04 15:51:19,2025-06-04,15,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1184.9,547,138,685,0.002748,True,True,,True,False,2,1,0
tra9731,S02-tra-2,2025-06-04 13:29:55,2025-06-04,13,transferencia,v3,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,2522.0,359,172,531,0.002618,True,True,,True,False,2,1,0
reg5735,S02-reg-0,2025-06-04 19:13:20,2025-06-04,19,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1541.5,457,133,590,0.002472,True,True,,True,False,1,1,0
reg9809,S02-reg-0,2025-06-04 15:59:49,2025-06-04,15,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,2306.7,504,135,639,0.00261,True,True,,True,False,1,1,0
reg6109,S02-reg-1,2025-06-04 18:51:00,2025-06-04,18,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,2095.3,243,74,317,0.001347,True,True,,True,False,1,1,0
reg2933,S02-reg-1,2025-06-04 10:01:47,2025-06-04,10,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1889.4,412,133,545,0.00236,True,True,,True,False,1,1,0
reg3199,S02-reg-2,2025-06-04 09:16:32,2025-06-04,9,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,1144.7,403,71,474,0.001718,True,True,,True,False,1,1,0
reg1620,S02-reg-2,2025-06-04 08:00:33,2025-06-04,8,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,689.1,374,105,479,0.001985,True,True,,True,False,1,1,0
reg2022,S02-reg-2,2025-06-04 15:41:17,2025-06-04,15,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1666.6,293,194,487,0.002672,True,True,,True,False,1,1,0
mul5607,S02-mul-0,2025-06-04 14:41:22,2025-06-04,14,multiagente_credito,v1,orquestacion_credito,gpt-4o,crew_multiagente,4,1,4842.6,2150,1066,3216,0.016035,True,True,,True,False,1,1,0
mul4279,S02-mul-1,2025-06-04 15:14:56,2025-06-04,15,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,5,1,9501.9,3273,851,4124,0.016692,True,True,,True,False,1,1,0
mul3798,S02-mul-1,2025-06-04 12:25:02,2025-06-04,12,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,5,1,8603.6,1910,1106,3016,0.015835,True,True,,True,False,1,1,0
mul7370,S02-mul-1,2025-06-04 10:07:56,2025-06-04,10,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,5,1,13846.2,2384,815,3199,0.01411,True,True,,True,False,1,1,0
con2147,S02-con-0,2025-06-04 16:44:23,2025-06-04,16,consulta_ambigua,v1,ambiguo,gpt-4o,consultar_saldo,2,1,1225.8,384,100,484,0.00196,True,True,,False,False,0,1,0
con5890,S02-con-0,2025-06-04 09:27:42,2025-06-04,9,consulta_ambigua,v1,ambiguo,gpt-4o,consultar_saldo,2,1,798.2,358,152,510,0.002415,False,False,,False,False,0,0,0
con5345,S02-con-1,2025-06-04 17:40:45,2025-06-04,17,consulta_ambigua,v2,ambiguo,gpt-4o,consultar_saldo,1,1,758.2,366,183,549,0.002745,True,True,,False,False,0,1,0
con9375,S02-con-1,2025-06-04 11:15:11,2025-06-04,11,consulta_ambigua,v2,ambiguo,gpt-4o,consultar_saldo,2,1,1645.8,238,205,443,0.002645,True,True,,False,False,0,1,0
con9793,S02-con-1,2025-06-04 15:43:52,2025-06-04,15,consulta_ambigua,v2,ambiguo,gpt-4o,consultar_saldo,2,1,1303.5,328,119,447,0.00201,True,True,,False,False,0,1,0
con5246,S02-con-1,2025-06-04 15:57:39,2025-06-04,15,consulta_ambigua,v2,ambiguo,gpt-4o,consultar_saldo,2,1,3055.3,258,184,442,0.002485,False,False,,False,False,0,0,0
con7055,S02-con-2,2025-06-04 16:54:13,2025-06-04,16,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,2,1,1301.1,385,189,574,0.002853,False,False,,False,False,0,0,0
con9429,S02-con-2,2025-06-04 16:45:46,2025-06-04,16,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,2,1,1011.4,303,82,385,0.001578,False,False,,False,False,0,0,0
con6499,S02-con-2,2025-06-04 08:00:26,2025-06-04,8,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,2,1,1109.4,383,91,474,0.001868,True,True,,False,False,0,1,0
sec7476,S02-sec,2025-06-04 13:04:58,2025-06-04,13,seguridad_injection,v1,ataque_prompt_injection,gpt-4o,,1,0,100.4,140,45,185,0.0008,True,True,,False,True,0,1,0
con7343,S03-con-0,2025-06-05 18:24:38,2025-06-05,18,consulta_saldo,v1,consultar_saldo,gpt-4o,consultar_saldo,1,1,918.1,369,98,467,0.001903,True,True,,True,False,1,1,0
con4481,S03-con-0,2025-06-05 15:22:22,2025-06-05,15,consulta_saldo,v1,consultar_saldo,gpt-4o,consultar_saldo,1,1,678.2,211,57,268,0.001097,True,True,,True,False,1,1,0
con3952,S03-con-1,2025-06-05 08:00:11,2025-06-05,8,consulta_saldo,v2,consultar_saldo,gpt-4o,consultar_saldo,2,1,1427.3,206,81,287,0.001325,True,True,,True,False,1,1,0
con3235,S03-con-1,2025-06-05 14:20:31,2025-06-05,14,consulta_saldo,v2,consultar_saldo,gpt-4o,consultar_saldo,1,1,753.2,324,59,383,0.0014,True,True,,True,False,1,1,0
con4953,S03-con-2,2025-06-05 12:07:18,2025-06-05,12,consulta_saldo,v3,consultar_saldo,gpt-4o,consultar_saldo,1,1,705.9,296,64,360,0.00138,True,True,,True,False,1,1,0
con2651,S03-con-2,2025-06-05 12:07:49,2025-06-05,12,consulta_saldo,v3,consultar_saldo,gpt-4o,consultar_saldo,1,1,859.0,305,42,347,0.001182,True,True,,True,False,1,1,0
inf1212,S03-inf-0,2025-06-05 15:38:16,2025-06-05,15,info_producto,v1,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,690.7,332,123,455,0.00206,True,True,,False,False,0,1,0
inf6225,S03-inf-0,2025-06-05 10:11:52,2025-06-05,10,info_producto,v1,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,959.4,295,190,485,0.002638,True,True,,False,False,0,1,0
inf1618,S03-inf-0,2025-06-05 15:51:28,2025-06-05,15,info_producto,v1,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1241.0,252,225,477,0.00288,True,True,,False,False,0,1,0
inf9949,S03-inf-1,2025-06-05 18:32:50,2025-06-05,18,info_producto,v2,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1053.5,313,201,514,0.002792,True,True,,False,False,0,1,0
inf7037,S03-inf-1,2025-06-05 15:39:33,2025-06-05,15,info_producto,v2,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,852.7,286,136,422,0.002075,True,True,,False,False,0,1,0
inf4079,S03-inf-2,2025-06-05 16:25:11,2025-06-05,16,info_producto,v3,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1031.3,272,106,378,0.00174,True,True,,False,False,0,1,0
inf8568,S03-inf-2,2025-06-05 14:29:57,2025-06-05,14,info_producto,v3,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1005.5,307,162,469,0.002387,True,True,,False,False,0,1,0
inf1801,S03-inf-2,2025-06-05 14:05:12,2025-06-05,14,info_producto,v3,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1079.0,388,144,532,0.00241,False,False,,False,False,0,0,0
sim2699,S03-sim-0,2025-06-05 08:00:14,2025-06-05,8,simulacion_credito,v1,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,1668.4,462,248,710,0.003635,True,True,,False,False,0,1,0
sim9309,S03-sim-1,2025-06-05 14:57:14,2025-06-05,14,simulacion_credito,v2,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2554.7,746,342,1088,0.005285,True,True,,False,False,0,1,0
sim3604,S03-sim-1,2025-06-05 18:04:14,2025-06-05,18,simulacion_credito,v2,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2299.5,652,243,895,0.00406,True,True,,False,False,0,1,0
sim4618,S03-sim-1,2025-06-05 11:57:30,2025-06-05,11,simulacion_credito,v2,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,3,1,2884.0,535,297,832,0.004308,True,True,,False,False,0,1,0
sim8658,S03-sim-2,2025-06-05 14:34:36,2025-06-05,14,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2931.6,740,180,920,0.00365,True,True,,False,False,0,1,0
sim8026,S03-sim-2,2025-06-05 13:56:07,2025-06-05,13,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,3550.7,620,246,866,0.00401,True,True,,False,False,0,1,0
sim2060,S03-sim-2,2025-06-05 08:00:25,2025-06-05,8,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2502.7,750,248,998,0.004355,True,True,,False,False,0,1,0
sim7627,S03-sim-2,2025-06-05 17:49:46,2025-06-05,17,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,3,1,1574.6,663,145,808,0.003108,True,True,,False,False,0,1,0
tra6405,S03-tra-0,2025-06-05 10:41:21,2025-06-05,10,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1298.4,436,160,596,0.00269,False,False,,True,False,2,0,0
tra9530,S03-tra-0,2025-06-05 09:12:22,2025-06-05,9,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1494.5,297,199,496,0.002733,True,True,,True,False,2,1,0
tra8570,S03-tra-0,2025-06-05 09:29:01,2025-06-05,9,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,2313.0,371,185,556,0.002778,True,True,,True,False,2,1,0
tra3681,S03-tra-0,2025-06-05 16:37:23,2025-06-05,16,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,0,1069.0,379,38,417,0.001328,False,False,parsing_error,True,False,2,0,1
tra4343,S03-tra-0,2025-06-05 15:13:12,2025-06-05,15,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,950.0,435,114,549,0.002228,True,True,,True,False,2,1,0
tra2156,S03-tra-1,2025-06-05 19:42:44,2025-06-05,19,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,2176.0,407,136,543,0.002378,True,True,,True,False,2,1,0
tra4423,S03-tra-1,2025-06-05 10:57:08,2025-06-05,10,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1365.4,465,106,571,0.002223,True,True,,True,False,2,1,0
tra4683,S03-tra-1,2025-06-05 19:46:04,2025-06-05,19,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,5985.4,425,37,462,0.001433,False,True,timeout,True,False,2,0,1
tra4796,S03-tra-2,2025-06-05 13:21:52,2025-06-05,13,transferencia,v3,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,2105.2,316,152,468,0.00231,True,True,,True,False,2,1,0
tra7773,S03-tra-2,2025-06-05 18:25:09,2025-06-05,18,transferencia,v3,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1956.9,361,136,497,0.002263,True,True,,True,False,2,1,0
reg9321,S03-reg-0,2025-06-05 12:08:12,2025-06-05,12,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,3,1,2040.6,445,214,659,0.003253,True,True,,True,False,1,1,0
reg3975,S03-reg-0,2025-06-05 10:28:08,2025-06-05,10,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1115.7,324,144,468,0.00225,True,True,,True,False,1,1,0
reg6777,S03-reg-1,2025-06-05 12:38:26,2025-06-05,12,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,2418.6,480,161,641,0.00281,True,True,,True,False,1,1,0
reg5617,S03-reg-1,2025-06-05 18:23:36,2025-06-05,18,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,758.3,329,175,504,0.002573,True,True,,True,False,1,1,0
reg2939,S03-reg-1,2025-06-05 14:54:27,2025-06-05,14,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1496.7,419,138,557,0.002427,True,True,,True,False,1,1,0
reg2377,S03-reg-1,2025-06-05 13:33:34,2025-06-05,13,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1483.4,431,138,569,0.002458,True,True,,True,False,1,1,0
reg7139,S03-reg-1,2025-06-05 15:25:13,2025-06-05,15,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,1963.0,259,75,334,0.001398,True,True,,True,False,1,1,0
reg7012,S03-reg-2,2025-06-05 15:59:15,2025-06-05,15,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,1394.4,248,178,426,0.0024,True,True,,True,False,1,1,0
reg3887,S03-reg-2,2025-06-05 16:01:49,2025-06-05,16,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,1173.7,383,178,561,0.002737,False,False,,True,False,1,0,0
mul6729,S03-mul-0,2025-06-05 14:15:34,2025-06-05,14,multiagente_credito,v1,orquestacion_credito,gpt-4o,crew_multiagente,6,1,5953.1,1967,902,2869,0.013938,True,True,,True,False,1,1,0
mul3050,S03-mul-0,2025-06-05 10:04:03,2025-06-05,10,multiagente_credito,v1,orquestacion_credito,gpt-4o,crew_multiagente,6,1,6950.1,2461,755,3216,0.013702,True,True,,True,False,1,1,0
mul1494,S03-mul-0,2025-06-05 16:00:00,2025-06-05,16,multiagente_credito,v1,orquestacion_credito,gpt-4o,crew_multiagente,6,1,10668.0,2355,585,2940,0.011738,True,True,,True,False,1,1,0
mul9036,S03-mul-1,2025-06-05 17:04:37,2025-06-05,17,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,5,1,30075.7,2293,262,2555,0.008353,False,True,timeout,True,False,1,0,1
mul7522,S03-mul-1,2025-06-05 12:18:08,2025-06-05,12,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,6,1,4506.9,2489,1307,3796,0.019293,True,True,,True,False,1,1,0
mul4169,S03-mul-1,2025-06-05 16:10:06,2025-06-05,16,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,6,1,4270.6,2305,660,2965,0.012363,True,True,,True,False,1,1,0
mul1925,S03-mul-1,2025-06-05 15:37:02,2025-06-05,15,multiagente_credito,v2,orquestacion_credito,gpt-4o,crew_multiagente,5,1,4085.0,2094,769,2863,0.012925,True,True,,True,False,1,1,0
con7436,S03-con-0,2025-06-05 10:46:34,2025-06-05,10,consulta_ambigua,v1,ambiguo,gpt-4o,consultar_saldo,2,1,1337.7,400,99,499,0.00199,False,False,,False,False,0,0,0
con6742,S03-con-0,2025-06-05 15:18:58,2025-06-05,15,consulta_ambigua,v1,ambiguo,gpt-4o,consultar_saldo,1,1,1698.3,170,181,351,0.002235,True,True,,False,False,0,1,0
con5902,S03-con-1,2025-06-05 09:36:34,2025-06-05,9,consulta_ambigua,v2,ambiguo,gpt-4o,consultar_saldo,1,0,500.2,356,103,459,0.00192,False,False,parsing_error,False,False,0,0,1
con1881,S03-con-1,2025-06-05 12:15:18,2025-06-05,12,consulta_ambigua,v2,ambiguo,gpt-4o,consultar_saldo,1,1,1809.1,248,125,373,0.00187,True,True,,False,False,0,1,0
con5880,S03-con-2,2025-06-05 13:54:12,2025-06-05,13,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,1,1,1057.5,277,143,420,0.002122,True,True,,False,False,0,1,0
con1229,S03-con-2,2025-06-05 08:35:09,2025-06-05,8,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,2,1,1032.0,489,141,630,0.002632,True,True,,False,False,0,1,0
con3545,S03-con-2,2025-06-05 14:38:50,2025-06-05,14,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,2,1,919.0,341,119,460,0.002043,True,True,,False,False,0,1,0
con3419,S03-con-2,2025-06-05 13:17:08,2025-06-05,13,consulta_ambigua,v3,ambiguo,gpt-4o,consultar_saldo,2,1,1521.8,354,124,478,0.002125,True,True,,False,False,0,1,0
sec5069,S03-sec,2025-06-05 09:58:01,2025-06-05,9,seguridad_injection,v1,ataque_prompt_injection,gpt-4o,,1,0,151.2,93,42,135,0.000653,True,True,,False,True,0,1,0
con8687,S04-con-0,2025-06-06 14:30:14,2025-06-06,14,consulta_saldo,v1,consultar_saldo,gpt-4o,consultar_saldo,1,1,851.5,240,83,323,0.00143,True,True,,True,False,1,1,0
con5514,S04-con-0,2025-06-06 09:55:25,2025-06-06,9,consulta_saldo,v1,consultar_saldo,gpt-4o,consultar_saldo,1,1,947.1,328,91,419,0.00173,True,True,,True,False,1,1,0
con2710,S04-con-0,2025-06-06 12:24:37,2025-06-06,12,consulta_saldo,v1,consultar_saldo,gpt-4o,consultar_saldo,1,1,777.4,301,95,396,0.001703,True,True,,True,False,1,1,0
con8097,S04-con-1,2025-06-06 17:33:00,2025-06-06,17,consulta_saldo,v2,consultar_saldo,gpt-4o,consultar_saldo,1,1,1330.6,313,89,402,0.001672,True,True,,True,False,1,1,0
con2159,S04-con-2,2025-06-06 15:44:30,2025-06-06,15,consulta_saldo,v3,consultar_saldo,gpt-4o,consultar_saldo,1,1,756.4,286,88,374,0.001595,True,True,,True,False,1,1,0
con6066,S04-con-2,2025-06-06 08:00:16,2025-06-06,8,consulta_saldo,v3,consultar_saldo,gpt-4o,consultar_saldo,1,1,1200.2,255,104,359,0.001677,True,True,,True,False,1,1,0
inf1909,S04-inf-0,2025-06-06 16:59:12,2025-06-06,16,info_producto,v1,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1225.0,358,221,579,0.003105,True,True,,False,False,0,1,0
inf7105,S04-inf-0,2025-06-06 15:58:51,2025-06-06,15,info_producto,v1,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,781.1,364,104,468,0.00195,True,True,,False,False,0,1,0
inf2005,S04-inf-1,2025-06-06 15:44:44,2025-06-06,15,info_producto,v2,buscar_producto,gpt-4o,buscar_producto_bancario,2,1,875.8,257,95,352,0.001593,True,True,,False,False,0,1,0
inf7834,S04-inf-1,2025-06-06 13:04:31,2025-06-06,13,info_producto,v2,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,992.9,350,142,492,0.002295,True,True,,False,False,0,1,0
inf3942,S04-inf-1,2025-06-06 13:12:14,2025-06-06,13,info_producto,v2,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,753.6,318,152,470,0.002315,True,True,,False,False,0,1,0
inf7964,S04-inf-2,2025-06-06 10:32:05,2025-06-06,10,info_producto,v3,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1186.4,314,132,446,0.002105,False,False,,False,False,0,0,0
inf9058,S04-inf-2,2025-06-06 15:53:28,2025-06-06,15,info_producto,v3,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,1188.4,370,119,489,0.002115,True,True,,False,False,0,1,0
inf1839,S04-inf-2,2025-06-06 14:46:02,2025-06-06,14,info_producto,v3,buscar_producto,gpt-4o,buscar_producto_bancario,1,1,940.3,290,202,492,0.002745,True,True,,False,False,0,1,0
sim1382,S04-sim-0,2025-06-06 15:10:51,2025-06-06,15,simulacion_credito,v1,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,3,1,3040.8,591,264,855,0.004117,True,True,,False,False,0,1,0
sim3949,S04-sim-0,2025-06-06 16:19:45,2025-06-06,16,simulacion_credito,v1,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,4,1,2656.9,616,272,888,0.00426,True,True,,False,False,0,1,0
sim6024,S04-sim-0,2025-06-06 15:16:28,2025-06-06,15,simulacion_credito,v1,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2303.8,656,208,864,0.00372,False,False,,False,False,0,0,0
sim2625,S04-sim-1,2025-06-06 17:46:10,2025-06-06,17,simulacion_credito,v2,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,6176.7,663,213,876,0.003788,True,True,,False,False,0,1,0
sim3345,S04-sim-1,2025-06-06 12:54:48,2025-06-06,12,simulacion_credito,v2,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,3,1,3285.7,525,190,715,0.003213,True,True,,False,False,0,1,0
sim9287,S04-sim-1,2025-06-06 11:34:19,2025-06-06,11,simulacion_credito,v2,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,3,1,2200.4,514,344,858,0.004725,True,True,,False,False,0,1,0
sim8729,S04-sim-2,2025-06-06 08:52:05,2025-06-06,8,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,1980.3,499,240,739,0.003647,True,True,,False,False,0,1,0
sim8997,S04-sim-2,2025-06-06 15:26:15,2025-06-06,15,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,1,1,2307.2,856,275,1131,0.00489,True,True,,False,False,0,1,0
sim5889,S04-sim-2,2025-06-06 14:03:44,2025-06-06,14,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,4948.1,681,307,988,0.004772,True,True,,False,False,0,1,0
sim1151,S04-sim-2,2025-06-06 14:31:15,2025-06-06,14,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2611.7,595,207,802,0.003557,True,True,,False,False,0,1,0
sim5847,S04-sim-2,2025-06-06 15:48:22,2025-06-06,15,simulacion_credito,v3,calcular_cuota_credito,gpt-4o,calcular_cuota_credito,2,1,2246.9,668,299,967,0.00466,True,True,,False,False,0,1,0
tra9338,S04-tra-0,2025-06-06 19:20:59,2025-06-06,19,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,1605.4,412,134,546,0.00237,True,True,,True,False,2,1,0
tra5394,S04-tra-0,2025-06-06 14:15:36,2025-06-06,14,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,3,1,1716.5,431,183,614,0.002908,True,True,,True,False,2,1,0
tra3475,S04-tra-0,2025-06-06 10:46:25,2025-06-06,10,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,1212.8,341,158,499,0.002433,True,True,,True,False,2,1,0
tra9090,S04-tra-0,2025-06-06 17:41:17,2025-06-06,17,transferencia,v1,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,2122.9,457,135,592,0.002492,True,True,,True,False,2,1,0
tra3634,S04-tra-1,2025-06-06 10:53:00,2025-06-06,10,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,783.2,498,112,610,0.002365,True,True,,True,False,2,1,0
tra1910,S04-tra-1,2025-06-06 15:39:35,2025-06-06,15,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1667.7,405,179,584,0.002803,True,True,,True,False,2,1,0
tra3982,S04-tra-1,2025-06-06 08:27:45,2025-06-06,8,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,1153.6,467,196,663,0.003128,True,True,,True,False,2,1,0
tra1862,S04-tra-1,2025-06-06 19:39:12,2025-06-06,19,transferencia,v2,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,2317.7,421,204,625,0.003092,True,True,,True,False,2,1,0
tra1013,S04-tra-2,2025-06-06 20:00:41,2025-06-06,20,transferencia,v3,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,1829.4,506,208,714,0.003345,True,True,,True,False,2,1,0
tra7910,S04-tra-2,2025-06-06 20:00:03,2025-06-06,20,transferencia,v3,realizar_transferencia,gpt-4o,realizar_transferencia,1,1,1459.6,382,124,506,0.002195,True,True,,True,False,2,1,0
tra1884,S04-tra-2,2025-06-06 12:31:25,2025-06-06,12,transferencia,v3,realizar_transferencia,gpt-4o,realizar_transferencia,2,1,2356.8,439,193,632,0.003027,True,True,,True,False,2,1,0
reg7891,S04-reg-0,2025-06-06 15:05:53,2025-06-06,15,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,2804.1,380,165,545,0.0026,True,True,,True,False,1,1,0
reg4929,S04-reg-0,2025-06-06 08:00:15,2025-06-06,8,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,2263.8,412,187,599,0.0029,True,True,,True,False,1,1,0
reg1959,S04-reg-0,2025-06-06 13:53:09,2025-06-06,13,registro_reclamo,v1,registrar_reclamo,gpt-4o,registrar_reclamo,1,0,2278.9,475,100,575,0.002188,False,False,parsing_error,True,False,1,0,1
reg4518,S04-reg-1,2025-06-06 13:25:04,2025-06-06,13,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1882.8,330,143,473,0.002255,True,True,,True,False,1,1,0
reg8852,S04-reg-1,2025-06-06 15:57:33,2025-06-06,15,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,1585.3,314,68,382,0.001465,True,True,,True,False,1,1,0
reg3130,S04-reg-1,2025-06-06 18:42:19,2025-06-06,18,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,2,1,1359.1,434,244,678,0.003525,False,False,,True,False,1,0,0
reg9382,S04-reg-1,2025-06-06 11:21:51,2025-06-06,11,registro_reclamo,v2,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1452.6,514,136,650,0.002645,True,True,,True,False,1,1,0
reg7815,S04-reg-2,2025-06-06 14:07:15,2025-06-06,14,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,976.5,362,175,537,0.002655,True,True,,True,False,1,1,0
reg1522,S04-reg-2,2025-06-06 16:00:24,2025-06-06,16,registro_reclamo,v3,registrar_reclamo,gpt-4o,registrar_reclamo,1,1,1827.8,280,161,441,0.00231,False,False,,True,False,1,0,0
mul1941,S04-mul-0,2025-06-06 12:04:02,2025-06-06,12,multiagente_credito,v1,orquestacion_credito,gpt-4o,crew_multiagente,5,1,10466.5,2311,743,3054,0.013208,True,True,,True,False,1,1,0
mul4419,S04-mul-0,2025-06-06 12:56:16,2025-06-06,12,multiagente_credito,v1,orquestacion_credito,gpt-4o,crew_multiagente,5,1,5952.5,2823,516,3339,0.012218,True,True,,True,False,1,1,0
